"Number of plantations in Swiss forest"

"Year";"Forest zone";"Canton";"Type of owner";"Wood species";"Number of plantations"
"2014";"Jura";"Graubünden / Grigioni / Grischun";"Private forest";"Softwood (conifers)";0
"2014";"Jura";"Graubünden / Grigioni / Grischun";"Public forest";"Species - Total";0
"2014";"Jura";"Graubünden / Grigioni / Grischun";"Public forest";"Hardwood (deciduous)";0
"2014";"Jura";"Graubünden / Grigioni / Grischun";"Public forest";"Softwood (conifers)";0
"2014";"Jura";"Thurgau";"Type of owners - Total";"Species - Total";0
"2014";"Jura";"Thurgau";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Jura";"Thurgau";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Jura";"Thurgau";"Private forest";"Species - Total";0
"2014";"Jura";"Thurgau";"Private forest";"Hardwood (deciduous)";0
"2014";"Jura";"Thurgau";"Private forest";"Softwood (conifers)";0
"2014";"Jura";"Thurgau";"Public forest";"Species - Total";0
"2014";"Jura";"Thurgau";"Public forest";"Hardwood (deciduous)";0
"2014";"Jura";"Thurgau";"Public forest";"Softwood (conifers)";0
"2014";"Central Plain";"Glarus";"Type of owners - Total";"Species - Total";0
"2014";"Central Plain";"Glarus";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Central Plain";"Glarus";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Central Plain";"Glarus";"Private forest";"Species - Total";0
"2014";"Central Plain";"Glarus";"Private forest";"Hardwood (deciduous)";0
"2014";"Central Plain";"Glarus";"Private forest";"Softwood (conifers)";0
"2014";"Central Plain";"Glarus";"Public forest";"Species - Total";0
"2014";"Central Plain";"Glarus";"Public forest";"Hardwood (deciduous)";0
"2014";"Central Plain";"Glarus";"Public forest";"Softwood (conifers)";0
"2014";"Central Plain";"Schaffhausen";"Type of owners - Total";"Species - Total";1217
"2014";"Central Plain";"Schaffhausen";"Type of owners - Total";"Hardwood (deciduous)";555
"2014";"Central Plain";"Schaffhausen";"Type of owners - Total";"Softwood (conifers)";662
"2014";"Central Plain";"Schaffhausen";"Private forest";"Species - Total";30
"2014";"Central Plain";"Schaffhausen";"Private forest";"Hardwood (deciduous)";20
"2014";"Central Plain";"Schaffhausen";"Private forest";"Softwood (conifers)";10
"2014";"Central Plain";"Schaffhausen";"Public forest";"Species - Total";1187
"2014";"Central Plain";"Schaffhausen";"Public forest";"Hardwood (deciduous)";535
"2014";"Central Plain";"Schaffhausen";"Public forest";"Softwood (conifers)";652
"2014";"Central Plain";"Appenzell Ausserrhoden";"Type of owners - Total";"Species - Total";0
"2014";"Central Plain";"Appenzell Ausserrhoden";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Central Plain";"Appenzell Ausserrhoden";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Central Plain";"Appenzell Ausserrhoden";"Private forest";"Species - Total";0
"2014";"Central Plain";"Appenzell Ausserrhoden";"Private forest";"Hardwood (deciduous)";0
"2014";"Central Plain";"Appenzell Ausserrhoden";"Private forest";"Softwood (conifers)";0
"2014";"Central Plain";"Appenzell Ausserrhoden";"Public forest";"Species - Total";0
"2014";"Central Plain";"Appenzell Ausserrhoden";"Public forest";"Hardwood (deciduous)";0
"2014";"Central Plain";"Appenzell Ausserrhoden";"Public forest";"Softwood (conifers)";0
"2014";"Central Plain";"Appenzell Innerrhoden";"Type of owners - Total";"Species - Total";0
"2014";"Central Plain";"Appenzell Innerrhoden";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Central Plain";"Appenzell Innerrhoden";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Central Plain";"Appenzell Innerrhoden";"Private forest";"Species - Total";0
"2014";"Central Plain";"Appenzell Innerrhoden";"Private forest";"Hardwood (deciduous)";0
"2014";"Central Plain";"Appenzell Innerrhoden";"Private forest";"Softwood (conifers)";0
"2014";"Central Plain";"Appenzell Innerrhoden";"Public forest";"Species - Total";0
"2014";"Central Plain";"Appenzell Innerrhoden";"Public forest";"Hardwood (deciduous)";0
"2014";"Central Plain";"Appenzell Innerrhoden";"Public forest";"Softwood (conifers)";0
"2014";"Central Plain";"St. Gallen";"Type of owners - Total";"Species - Total";53744
"2014";"Central Plain";"St. Gallen";"Type of owners - Total";"Hardwood (deciduous)";39618
"2014";"Central Plain";"St. Gallen";"Type of owners - Total";"Softwood (conifers)";14126
"2014";"Central Plain";"St. Gallen";"Private forest";"Species - Total";18843
"2014";"Central Plain";"St. Gallen";"Private forest";"Hardwood (deciduous)";15708
"2014";"Central Plain";"St. Gallen";"Private forest";"Softwood (conifers)";3135
"2014";"Central Plain";"St. Gallen";"Public forest";"Species - Total";34901
"2014";"Central Plain";"St. Gallen";"Public forest";"Hardwood (deciduous)";23910
"2014";"Central Plain";"St. Gallen";"Public forest";"Softwood (conifers)";10991
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Species - Total";0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";"Private forest";"Species - Total";0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";"Private forest";"Hardwood (deciduous)";0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";"Private forest";"Softwood (conifers)";0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";"Public forest";"Species - Total";0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";"Public forest";"Hardwood (deciduous)";0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";"Public forest";"Softwood (conifers)";0
"2014";"Central Plain";"Thurgau";"Type of owners - Total";"Species - Total";87576
"2014";"Central Plain";"Thurgau";"Type of owners - Total";"Hardwood (deciduous)";38124
"2014";"Central Plain";"Thurgau";"Type of owners - Total";"Softwood (conifers)";49452
"2014";"Central Plain";"Thurgau";"Private forest";"Species - Total";1950
"2014";"Central Plain";"Thurgau";"Private forest";"Hardwood (deciduous)";570
"2014";"Central Plain";"Thurgau";"Private forest";"Softwood (conifers)";1380
"2014";"Central Plain";"Thurgau";"Public forest";"Species - Total";85626
"2014";"Central Plain";"Thurgau";"Public forest";"Hardwood (deciduous)";37554
"2014";"Central Plain";"Thurgau";"Public forest";"Softwood (conifers)";48072
"2014";"Prealps";"Glarus";"Type of owners - Total";"Species - Total";0
"2014";"Prealps";"Glarus";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Prealps";"Glarus";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Prealps";"Glarus";"Private forest";"Species - Total";0
"2014";"Prealps";"Glarus";"Private forest";"Hardwood (deciduous)";0
"2014";"Prealps";"Glarus";"Private forest";"Softwood (conifers)";0
"2014";"Prealps";"Glarus";"Public forest";"Species - Total";0
"2014";"Prealps";"Glarus";"Public forest";"Hardwood (deciduous)";0
"2014";"Prealps";"Glarus";"Public forest";"Softwood (conifers)";0
"2014";"Prealps";"Schaffhausen";"Type of owners - Total";"Species - Total";0
"2014";"Prealps";"Schaffhausen";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Prealps";"Schaffhausen";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Prealps";"Schaffhausen";"Private forest";"Species - Total";0
"2014";"Prealps";"Schaffhausen";"Private forest";"Hardwood (deciduous)";0
"2014";"Prealps";"Schaffhausen";"Private forest";"Softwood (conifers)";0
"2014";"Prealps";"Schaffhausen";"Public forest";"Species - Total";0
"2014";"Prealps";"Schaffhausen";"Public forest";"Hardwood (deciduous)";0
"2014";"Prealps";"Schaffhausen";"Public forest";"Softwood (conifers)";0
"2014";"Prealps";"Appenzell Ausserrhoden";"Type of owners - Total";"Species - Total";2110
"2014";"Prealps";"Appenzell Ausserrhoden";"Type of owners - Total";"Hardwood (deciduous)";1563
"2014";"Prealps";"Appenzell Ausserrhoden";"Type of owners - Total";"Softwood (conifers)";547
"2014";"Prealps";"Appenzell Ausserrhoden";"Private forest";"Species - Total";1675
"2014";"Prealps";"Appenzell Ausserrhoden";"Private forest";"Hardwood (deciduous)";1224
"2014";"Prealps";"Appenzell Ausserrhoden";"Private forest";"Softwood (conifers)";451
"2014";"Prealps";"Appenzell Ausserrhoden";"Public forest";"Species - Total";435
"2014";"Prealps";"Appenzell Ausserrhoden";"Public forest";"Hardwood (deciduous)";339
"2014";"Prealps";"Appenzell Ausserrhoden";"Public forest";"Softwood (conifers)";96
"2014";"Prealps";"Appenzell Innerrhoden";"Type of owners - Total";"Species - Total";2193
"2014";"Prealps";"Appenzell Innerrhoden";"Type of owners - Total";"Hardwood (deciduous)";1770
"2014";"Prealps";"Appenzell Innerrhoden";"Type of owners - Total";"Softwood (conifers)";423
"2014";"Prealps";"Appenzell Innerrhoden";"Private forest";"Species - Total";1639
"2014";"Prealps";"Appenzell Innerrhoden";"Private forest";"Hardwood (deciduous)";1216
"2014";"Prealps";"Appenzell Innerrhoden";"Private forest";"Softwood (conifers)";423
"2014";"Prealps";"Appenzell Innerrhoden";"Public forest";"Species - Total";554
"2014";"Prealps";"Appenzell Innerrhoden";"Public forest";"Hardwood (deciduous)";554
"2014";"Prealps";"Appenzell Innerrhoden";"Public forest";"Softwood (conifers)";0
"2014";"Prealps";"St. Gallen";"Type of owners - Total";"Species - Total";23634
"2014";"Prealps";"St. Gallen";"Type of owners - Total";"Hardwood (deciduous)";18122
"2014";"Prealps";"St. Gallen";"Type of owners - Total";"Softwood (conifers)";5512
"2014";"Prealps";"St. Gallen";"Private forest";"Species - Total";5920
"2014";"Prealps";"St. Gallen";"Private forest";"Hardwood (deciduous)";4987
"2014";"Prealps";"St. Gallen";"Private forest";"Softwood (conifers)";933
"2014";"Prealps";"St. Gallen";"Public forest";"Species - Total";17714
"2014";"Prealps";"St. Gallen";"Public forest";"Hardwood (deciduous)";13135
"2014";"Prealps";"St. Gallen";"Public forest";"Softwood (conifers)";4579
"2014";"Prealps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Species - Total";0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";"Private forest";"Species - Total";0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";"Private forest";"Hardwood (deciduous)";0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";"Private forest";"Softwood (conifers)";0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";"Public forest";"Species - Total";0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";"Public forest";"Hardwood (deciduous)";0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";"Public forest";"Softwood (conifers)";0
"2014";"Prealps";"Thurgau";"Type of owners - Total";"Species - Total";0
"2014";"Prealps";"Thurgau";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Prealps";"Thurgau";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Prealps";"Thurgau";"Private forest";"Species - Total";0
"2014";"Prealps";"Thurgau";"Private forest";"Hardwood (deciduous)";0
"2014";"Prealps";"Thurgau";"Private forest";"Softwood (conifers)";0
"2014";"Prealps";"Thurgau";"Public forest";"Species - Total";0
"2014";"Prealps";"Thurgau";"Public forest";"Hardwood (deciduous)";0
"2014";"Prealps";"Thurgau";"Public forest";"Softwood (conifers)";0
"2014";"Alps";"Glarus";"Type of owners - Total";"Species - Total";7050
"2014";"Alps";"Glarus";"Type of owners - Total";"Hardwood (deciduous)";2020
"2014";"Alps";"Glarus";"Type of owners - Total";"Softwood (conifers)";5030
"2014";"Alps";"Glarus";"Private forest";"Species - Total";0
"2014";"Alps";"Glarus";"Private forest";"Hardwood (deciduous)";0
"2014";"Alps";"Glarus";"Private forest";"Softwood (conifers)";0
"2014";"Alps";"Glarus";"Public forest";"Species - Total";7050
"2014";"Alps";"Glarus";"Public forest";"Hardwood (deciduous)";2020
"2014";"Alps";"Glarus";"Public forest";"Softwood (conifers)";5030
"2014";"Alps";"Schaffhausen";"Type of owners - Total";"Species - Total";0
"2014";"Alps";"Schaffhausen";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Alps";"Schaffhausen";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Alps";"Schaffhausen";"Private forest";"Species - Total";0
"2014";"Alps";"Schaffhausen";"Private forest";"Hardwood (deciduous)";0
"2014";"Alps";"Schaffhausen";"Private forest";"Softwood (conifers)";0
"2014";"Alps";"Schaffhausen";"Public forest";"Species - Total";0
"2014";"Alps";"Schaffhausen";"Public forest";"Hardwood (deciduous)";0
"2014";"Alps";"Schaffhausen";"Public forest";"Softwood (conifers)";0
"2014";"Alps";"Appenzell Ausserrhoden";"Type of owners - Total";"Species - Total";0
"2014";"Alps";"Appenzell Ausserrhoden";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Alps";"Appenzell Ausserrhoden";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Alps";"Appenzell Ausserrhoden";"Private forest";"Species - Total";0
"2014";"Alps";"Appenzell Ausserrhoden";"Private forest";"Hardwood (deciduous)";0
"2014";"Alps";"Appenzell Ausserrhoden";"Private forest";"Softwood (conifers)";0
"2014";"Alps";"Appenzell Ausserrhoden";"Public forest";"Species - Total";0
"2014";"Alps";"Appenzell Ausserrhoden";"Public forest";"Hardwood (deciduous)";0
"2014";"Alps";"Appenzell Ausserrhoden";"Public forest";"Softwood (conifers)";0
"2014";"Alps";"Appenzell Innerrhoden";"Type of owners - Total";"Species - Total";0
"2014";"Alps";"Appenzell Innerrhoden";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Alps";"Appenzell Innerrhoden";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Alps";"Appenzell Innerrhoden";"Private forest";"Species - Total";0
"2014";"Alps";"Appenzell Innerrhoden";"Private forest";"Hardwood (deciduous)";0
"2014";"Alps";"Appenzell Innerrhoden";"Private forest";"Softwood (conifers)";0
"2014";"Alps";"Appenzell Innerrhoden";"Public forest";"Species - Total";0
"2014";"Alps";"Appenzell Innerrhoden";"Public forest";"Hardwood (deciduous)";0
"2014";"Alps";"Appenzell Innerrhoden";"Public forest";"Softwood (conifers)";0
"2014";"Alps";"St. Gallen";"Type of owners - Total";"Species - Total";6389
"2014";"Alps";"St. Gallen";"Type of owners - Total";"Hardwood (deciduous)";5655
"2014";"Alps";"St. Gallen";"Type of owners - Total";"Softwood (conifers)";734
"2014";"Alps";"St. Gallen";"Private forest";"Species - Total";285
"2014";"Alps";"St. Gallen";"Private forest";"Hardwood (deciduous)";285
"2014";"Alps";"St. Gallen";"Private forest";"Softwood (conifers)";0
"2014";"Alps";"St. Gallen";"Public forest";"Species - Total";6104
"2014";"Alps";"St. Gallen";"Public forest";"Hardwood (deciduous)";5370
"2014";"Alps";"St. Gallen";"Public forest";"Softwood (conifers)";734
"2014";"Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Species - Total";77640
"2014";"Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Hardwood (deciduous)";48395
"2014";"Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";"Softwood (conifers)";29245
"2014";"Alps";"Graubünden / Grigioni / Grischun";"Private forest";"Species - Total";3737
"2014";"Alps";"Graubünden / Grigioni / Grischun";"Private forest";"Hardwood (deciduous)";10
"2014";"Alps";"Graubünden / Grigioni / Grischun";"Private forest";"Softwood (conifers)";3727
"2014";"Alps";"Graubünden / Grigioni / Grischun";"Public forest";"Species - Total";73903
"2014";"Alps";"Graubünden / Grigioni / Grischun";"Public forest";"Hardwood (deciduous)";48385
"2014";"Alps";"Graubünden / Grigioni / Grischun";"Public forest";"Softwood (conifers)";25518
"2014";"Alps";"Thurgau";"Type of owners - Total";"Species - Total";0
"2014";"Alps";"Thurgau";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Alps";"Thurgau";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Alps";"Thurgau";"Private forest";"Species - Total";0
"2014";"Alps";"Thurgau";"Private forest";"Hardwood (deciduous)";0
"2014";"Alps";"Thurgau";"Private forest";"Softwood (conifers)";0
"2014";"Alps";"Thurgau";"Public forest";"Species - Total";0
"2014";"Alps";"Thurgau";"Public forest";"Hardwood (deciduous)";0
"2014";"Alps";"Thurgau";"Public forest";"Softwood (conifers)";0
"2014";"Southern Alps";"Glarus";"Type of owners - Total";"Species - Total";0
"2014";"Southern Alps";"Glarus";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Southern Alps";"Glarus";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Southern Alps";"Glarus";"Private forest";"Species - Total";0
"2014";"Southern Alps";"Glarus";"Private forest";"Hardwood (deciduous)";0
"2014";"Southern Alps";"Glarus";"Private forest";"Softwood (conifers)";0
"2014";"Southern Alps";"Glarus";"Public forest";"Species - Total";0
"2014";"Southern Alps";"Glarus";"Public forest";"Hardwood (deciduous)";0
"2014";"Southern Alps";"Glarus";"Public forest";"Softwood (conifers)";0
"2014";"Southern Alps";"Schaffhausen";"Type of owners - Total";"Species - Total";0
"2014";"Southern Alps";"Schaffhausen";"Type of owners - Total";"Hardwood (deciduous)";0
"2014";"Southern Alps";"Schaffhausen";"Type of owners - Total";"Softwood (conifers)";0
"2014";"Southern Alps";"Schaffhausen";"Private forest";"Species - Total";0
"2014";"Southern Alps";"Schaffhausen";"Private forest";"Hardwood (deciduous)";0
